site_id,region,latitude,longitude,signal_strength,status
400973,Sundsvall,62.392622,17.270786,-64.3,maintenance
400974,Gavle,60.673876,17.141967,-64.8,active
400975,Stockholm,59.340809,18.042492,-68.7,active
400976,Gothenburg,57.702144,11.982644,-66.2,maintenance
400977,Malmo,55.627883,12.997293,-76.1,offline
400978,Uppsala,59.874342,17.620788,-63.3,active
400979,Vasteras,59.608271,16.51547,-83.1,offline
400980,Orebro,59.298486,15.214384,-67.6,maintenance
400981,Linkoping,58.432442,15.63835,-64.3,offline
400982,Jonkoping,57.765641,14.138577,-72.3,offline
400983,Vaxjo,56.869718,14.81969,-62.7,offline
400984,Lulea,65.613311,22.128925,-78.5,offline
400985,Umea,63.815143,20.232232,-85.3,degraded
400986,Helsingborg,56.051468,12.729914,-72.4,offline
400987,Norrkoping,58.602572,16.219711,-87.7,degraded
400988,Sundsvall,62.409298,17.308718,-97.1,active
400989,Gavle,60.648084,17.105828,-88.4,active
400990,Stockholm,59.358312,18.083271,-92.7,active
400991,Gothenburg,57.720336,11.958211,-70.9,active
400992,Malmo,55.596521,13.000008,-75.8,offline
400993,Uppsala,59.87297,17.668087,-71.3,maintenance
400994,Vasteras,59.604433,16.545674,-69.3,offline
400995,Orebro,59.262558,15.226559,-64.6,degraded
400996,Linkoping,58.405794,15.644449,-73.3,maintenance
400997,Jonkoping,57.755828,14.181294,-90.7,degraded
400998,Vaxjo,56.898799,14.838819,-72.6,offline
400999,Lulea,65.576864,22.161771,-71.4,active
401000,Umea,63.842369,20.300143,-87.4,active
401001,Helsingborg,56.075507,12.660458,-63.4,offline
401002,Norrkoping,58.588531,16.182576,-82.6,maintenance
401003,Sundsvall,62.376654,17.279774,-67.5,active
401004,Gavle,60.664734,17.158075,-92.4,active
401005,Stockholm,59.355018,18.07635,-70.1,offline
401006,Gothenburg,57.715837,11.987551,-80.3,maintenance
401007,Malmo,55.60801,12.96963,-72.5,maintenance
401008,Uppsala,59.841798,17.61361,-95.5,maintenance
401009,Vasteras,59.590662,16.548246,-83.5,active
401010,Orebro,59.258572,15.190468,-86.1,active
401011,Linkoping,58.398414,15.657425,-75.7,degraded
401012,Jonkoping,57.812398,14.187695,-62.7,active
401013,Vaxjo,56.855883,14.793581,-89.3,offline
401014,Lulea,65.591622,22.164391,-63.5,offline
401015,Umea,63.84894,20.25351,-69.3,active
401016,Helsingborg,56.039653,12.697719,-87.8,maintenance
401017,Norrkoping,58.607027,16.182397,-69.1,degraded
401018,Sundsvall,62.390008,17.290615,-74.5,active
401019,Gavle,60.675734,17.177157,-92.0,maintenance
401020,Stockholm,59.331292,18.078755,-90.4,offline
401021,Gothenburg,57.725315,12.003796,-82.7,active
401022,Malmo,55.587335,13.0301,-66.4,offline
401023,Uppsala,59.875112,17.650625,-64.2,offline
401024,Vasteras,59.622263,16.5067,-72.2,active
401025,Orebro,59.250551,15.177741,-69.4,maintenance
401026,Linkoping,58.385027,15.64713,-65.2,degraded
401027,Jonkoping,57.775882,14.172217,-82.4,active
401028,Vaxjo,56.87237,14.775364,-97.8,offline
401029,Lulea,65.591901,22.175177,-76.9,offline
401030,Umea,63.846695,20.251616,-79.9,active
401031,Helsingborg,56.063714,12.678608,-94.9,degraded
401032,Norrkoping,58.580585,16.21817,-96.9,active
401033,Sundsvall,62.392808,17.277811,-83.9,maintenance
401034,Gavle,60.662599,17.152024,-87.3,offline
401035,Stockholm,59.338176,18.105191,-97.6,maintenance
401036,Gothenburg,57.687382,11.937942,-77.4,degraded
401037,Malmo,55.607229,13.039558,-87.0,offline
401038,Uppsala,59.873086,17.656975,-90.4,offline
401039,Vasteras,59.632188,16.516196,-91.4,maintenance
401040,Orebro,59.295385,15.188946,-91.5,maintenance
401041,Linkoping,58.431935,15.649511,-64.4,maintenance
401042,Jonkoping,57.780276,14.165773,-87.5,active
401043,Vaxjo,56.864041,14.781693,-77.1,active
401044,Lulea,65.576228,22.168404,-89.6,active
401045,Umea,63.832971,20.295009,-86.6,degraded
401046,Helsingborg,56.036201,12.707254,-73.0,active
401047,Norrkoping,58.591633,16.181559,-86.6,degraded
401048,Sundsvall,62.370918,17.291957,-69.7,offline
401049,Gavle,60.689289,17.13619,-67.8,active
401050,Stockholm,59.340075,18.055125,-80.7,degraded
401051,Gothenburg,57.700424,11.959038,-78.1,active
401052,Malmo,55.613733,12.970358,-87.9,active
401053,Uppsala,59.882078,17.614615,-71.6,offline
401054,Vasteras,59.585688,16.510832,-97.3,maintenance
401055,Orebro,59.283198,15.238411,-77.2,maintenance
401056,Linkoping,58.393566,15.584333,-88.6,maintenance
401057,Jonkoping,57.780926,14.183816,-84.8,active
401058,Vaxjo,56.902486,14.813068,-67.1,active
401059,Lulea,65.582682,22.155533,-83.7,maintenance
401060,Umea,63.796436,20.24211,-63.3,maintenance
401061,Helsingborg,56.05755,12.715076,-92.9,active
401062,Norrkoping,58.568449,16.228297,-74.3,active
401063,Sundsvall,62.404955,17.30558,-85.1,active
401064,Gavle,60.690588,17.11984,-88.5,active
401065,Stockholm,59.301869,18.045142,-65.3,active
401066,Gothenburg,57.702186,12.008032,-66.3,active
401067,Malmo,55.633835,12.989726,-72.7,maintenance
401068,Uppsala,59.866614,17.62078,-71.3,maintenance
401069,Vasteras,59.613761,16.518708,-74.5,active
401070,Orebro,59.280561,15.245258,-95.2,active
401071,Linkoping,58.40338,15.653979,-79.4,active
401072,Jonkoping,57.801634,14.149403,-69.5,maintenance
401073,Vaxjo,56.849396,14.836463,-82.2,active
401074,Lulea,65.559425,22.166178,-90.4,active
401075,Umea,63.805241,20.271162,-68.6,offline
401076,Helsingborg,56.030321,12.719394,-72.1,degraded
401077,Norrkoping,58.598214,16.190722,-76.7,offline
401078,Sundsvall,62.410802,17.268696,-96.4,maintenance
401079,Gavle,60.680441,17.112078,-79.5,maintenance
401080,Stockholm,59.308112,18.041907,-64.8,maintenance
401081,Gothenburg,57.736394,11.982549,-77.7,active
401082,Malmo,55.627711,13.022038,-68.4,active
401083,Uppsala,59.841596,17.647422,-81.0,degraded
401084,Vasteras,59.591334,16.571229,-76.4,maintenance
401085,Orebro,59.294527,15.187951,-74.3,active
401086,Linkoping,58.390863,15.636247,-64.8,maintenance
401087,Jonkoping,57.788036,14.140185,-84.1,active
401088,Vaxjo,56.849994,14.807717,-65.3,offline
401089,Lulea,65.579988,22.126665,-94.5,degraded
401090,Umea,63.849896,20.270985,-66.4,maintenance
401091,Helsingborg,56.0467,12.663901,-80.6,active
401092,Norrkoping,58.611819,16.195543,-98.0,offline
401093,Sundsvall,62.399754,17.308664,-84.7,active
401094,Gavle,60.686759,17.135617,-64.2,degraded
401095,Stockholm,59.346673,18.059099,-76.8,offline
401096,Gothenburg,57.733372,12.001575,-77.3,degraded
401097,Malmo,55.583033,13.001971,-89.6,active
401098,Uppsala,59.845596,17.669041,-83.3,active
401099,Vasteras,59.581428,16.564292,-97.7,maintenance
401100,Orebro,59.25237,15.173976,-74.4,offline
401101,Linkoping,58.429057,15.614108,-94.2,degraded
401102,Jonkoping,57.791695,14.142091,-67.2,degraded
401103,Vaxjo,56.88288,14.81485,-62.3,degraded
401104,Lulea,65.600098,22.147758,-69.8,degraded
401105,Umea,63.806523,20.267728,-80.6,active
401106,Helsingborg,56.051159,12.716436,-83.7,active
401107,Norrkoping,58.609,16.205143,-71.1,degraded
401108,Sundsvall,62.407787,17.34284,-94.4,maintenance
401109,Gavle,60.668934,17.128375,-78.2,offline
401110,Stockholm,59.340374,18.032764,-84.0,offline
401111,Gothenburg,57.679217,11.941887,-92.8,maintenance
401112,Malmo,55.601123,12.968926,-90.0,active
401113,Uppsala,59.865142,17.65686,-64.5,degraded
401114,Vasteras,59.617938,16.54648,-72.4,maintenance
401115,Orebro,59.248748,15.235289,-91.7,degraded
401116,Linkoping,58.407138,15.597537,-74.4,maintenance
401117,Jonkoping,57.76976,14.124489,-76.4,maintenance
401118,Vaxjo,56.890907,14.815115,-73.7,active
401119,Lulea,65.569155,22.114723,-92.3,active
401120,Umea,63.84258,20.25125,-83.8,maintenance
401121,Helsingborg,56.028519,12.655729,-72.7,active
401122,Norrkoping,58.590676,16.210491,-77.9,maintenance
401123,Sundsvall,62.381686,17.343963,-88.0,maintenance
401124,Gavle,60.702683,17.137681,-83.5,active
401125,Stockholm,59.314966,18.061171,-94.2,active
401126,Gothenburg,57.70909,11.961797,-93.8,maintenance
401127,Malmo,55.632403,13.033889,-68.7,maintenance
401128,Uppsala,59.843608,17.634321,-84.4,degraded
401129,Vasteras,59.627298,16.565398,-63.4,degraded
401130,Orebro,59.286196,15.245122,-67.0,degraded
401131,Linkoping,58.387776,15.586804,-75.2,active
401132,Jonkoping,57.793215,14.140194,-86.6,active
401133,Vaxjo,56.87999,14.766678,-68.0,active
401134,Lulea,65.572037,22.146614,-71.0,active
401135,Umea,63.800362,20.297512,-80.8,active
401136,Helsingborg,56.029614,12.700397,-91.4,offline
401137,Norrkoping,58.598686,16.225194,-80.0,active
401138,Sundsvall,62.374892,17.286265,-88.4,active
401139,Gavle,60.657066,17.121276,-75.7,active
401140,Stockholm,59.346036,18.03819,-95.2,offline
401141,Gothenburg,57.70846,11.93513,-67.1,active
401142,Malmo,55.625881,12.993496,-86.6,maintenance
401143,Uppsala,59.880726,17.638164,-62.6,maintenance
401144,Vasteras,59.597916,16.522567,-77.2,active
401145,Orebro,59.276844,15.207254,-64.2,active
401146,Linkoping,58.410949,15.612897,-73.3,active
401147,Jonkoping,57.780032,14.131429,-79.3,active
401148,Vaxjo,56.890353,14.766846,-90.4,maintenance
401149,Lulea,65.560845,22.143628,-67.0,active
401150,Umea,63.828714,20.241971,-81.0,maintenance
401151,Helsingborg,56.037086,12.669213,-82.7,degraded
401152,Norrkoping,58.599743,16.182185,-67.2,active
401153,Sundsvall,62.387844,17.312613,-62.7,offline
401154,Gavle,60.658614,17.10929,-88.3,active
401155,Stockholm,59.33262,18.097105,-90.9,offline
401156,Gothenburg,57.687873,11.999053,-91.6,degraded
401157,Malmo,55.583068,13.035262,-75.3,maintenance
401158,Uppsala,59.871834,17.661727,-87.2,maintenance
401159,Vasteras,59.63261,16.508617,-94.4,active
401160,Orebro,59.248902,15.238505,-80.8,offline
401161,Linkoping,58.386578,15.640967,-88.6,active
401162,Jonkoping,57.786221,14.196348,-88.7,active
401163,Vaxjo,56.873706,14.793987,-73.5,maintenance
401164,Lulea,65.566737,22.160772,-74.6,active
401165,Umea,63.854562,20.245769,-86.3,maintenance
401166,Helsingborg,56.04575,12.713422,-66.0,degraded
401167,Norrkoping,58.59452,16.1895,-63.6,active
401168,Sundsvall,62.399235,17.341185,-82.8,maintenance
401169,Gavle,60.679198,17.169212,-95.4,active
401170,Stockholm,59.319918,18.053679,-74.5,offline
401171,Gothenburg,57.694948,11.986172,-88.2,degraded
401172,Malmo,55.621858,13.038902,-71.1,maintenance
401173,Uppsala,59.886532,17.632019,-91.4,active
401174,Vasteras,59.588602,16.52357,-88.9,offline
401175,Orebro,59.287342,15.179805,-92.0,active
401176,Linkoping,58.386533,15.656343,-81.0,active
401177,Jonkoping,57.754182,14.153561,-70.5,active
401178,Vaxjo,56.855236,14.815348,-95.0,degraded
401179,Lulea,65.573362,22.134492,-87.8,offline
401180,Umea,63.803385,20.265139,-91.9,active
401181,Helsingborg,56.056313,12.72333,-86.3,degraded
401182,Norrkoping,58.585732,16.222072,-64.3,maintenance
401183,Sundsvall,62.387491,17.344463,-72.9,active
401184,Gavle,60.68035,17.137823,-71.0,maintenance
401185,Stockholm,59.325399,18.079783,-78.8,active
401186,Gothenburg,57.707799,11.95277,-94.8,active
401187,Malmo,55.596947,12.984585,-87.1,active
401188,Uppsala,59.859999,17.659563,-93.1,active
401189,Vasteras,59.609252,16.505465,-64.8,degraded
401190,Orebro,59.263277,15.23467,-69.3,maintenance
401191,Linkoping,58.394673,15.581977,-84.5,degraded
401192,Jonkoping,57.80553,14.156769,-89.0,offline
401193,Vaxjo,56.893227,14.797078,-84.4,active
401194,Lulea,65.559553,22.164726,-79.4,maintenance
401195,Umea,63.844254,20.277771,-87.8,offline
401196,Helsingborg,56.048417,12.676006,-91.2,active
401197,Norrkoping,58.568644,16.175568,-75.1,maintenance
401198,Sundsvall,62.387966,17.322938,-80.3,active
401199,Gavle,60.646064,17.105271,-78.7,active
401200,Stockholm,59.35764,18.051169,-93.5,degraded
401201,Gothenburg,57.722526,11.953225,-92.6,degraded
401202,Malmo,55.588031,12.997419,-69.7,degraded
401203,Uppsala,59.888478,17.635995,-69.5,active
401204,Vasteras,59.585913,16.564846,-92.7,active
401205,Orebro,59.291839,15.179111,-81.1,active
401206,Linkoping,58.434542,15.601406,-84.3,active
401207,Jonkoping,57.759918,14.183252,-89.0,degraded
401208,Vaxjo,56.86383,14.845463,-90.8,offline
401209,Lulea,65.60106,22.156391,-62.6,degraded
401210,Umea,63.819147,20.299897,-64.3,active
401211,Helsingborg,56.05425,12.657875,-64.3,maintenance
401212,Norrkoping,58.565028,16.190898,-87.2,active
401213,Sundsvall,62.414051,17.335993,-90.2,active
401214,Gavle,60.659058,17.136033,-97.5,active
401215,Stockholm,59.334382,18.060265,-89.2,active
401216,Gothenburg,57.713765,11.98986,-73.2,active
401217,Malmo,55.597284,12.970958,-92.3,active
401218,Uppsala,59.869757,17.625974,-63.1,offline
401219,Vasteras,59.584703,16.533241,-92.5,maintenance
401220,Orebro,59.292788,15.183466,-89.6,maintenance
401221,Linkoping,58.428114,15.641936,-69.0,degraded
401222,Jonkoping,57.796591,14.123508,-84.4,offline
401223,Vaxjo,56.857084,14.837793,-80.5,degraded
401224,Lulea,65.588341,22.158119,-80.4,maintenance
401225,Umea,63.806998,20.250813,-71.6,active
401226,Helsingborg,56.06856,12.702394,-67.0,active
401227,Norrkoping,58.561833,16.164802,-87.4,active
401228,Sundsvall,62.393296,17.303226,-70.1,maintenance
401229,Gavle,60.667643,17.116143,-97.3,active
401230,Stockholm,59.345861,18.047703,-72.0,offline
401231,Gothenburg,57.73693,12.000124,-91.2,offline
401232,Malmo,55.604853,13.007917,-75.9,active
401233,Uppsala,59.853188,17.624662,-94.5,offline
401234,Vasteras,59.585101,16.571615,-93.3,active
401235,Orebro,59.257425,15.21223,-94.4,maintenance
401236,Linkoping,58.419305,15.612488,-80.4,maintenance
401237,Jonkoping,57.794679,14.142275,-84.8,maintenance
401238,Vaxjo,56.892071,14.766947,-64.8,offline
401239,Lulea,65.584284,22.185881,-95.1,offline
401240,Umea,63.799442,20.267642,-64.2,degraded
401241,Helsingborg,56.065822,12.71804,-95.9,maintenance
401242,Norrkoping,58.573649,16.155652,-95.5,active
401243,Sundsvall,62.365476,17.284172,-79.3,active
401244,Gavle,60.68841,17.143833,-91.2,maintenance
401245,Stockholm,59.338713,18.074202,-63.9,maintenance
401246,Gothenburg,57.723852,11.967815,-94.2,offline
401247,Malmo,55.609594,13.017759,-72.7,degraded
401248,Uppsala,59.881569,17.612245,-91.5,degraded
401249,Vasteras,59.611382,16.557403,-78.8,maintenance
401250,Orebro,59.271881,15.201586,-86.7,active
401251,Linkoping,58.431491,15.614387,-75.2,offline
401252,Jonkoping,57.772007,14.141058,-78.4,degraded
401253,Vaxjo,56.894942,14.839992,-88.9,degraded
401254,Lulea,65.58165,22.146467,-71.9,active
401255,Umea,63.831546,20.264409,-62.2,active
401256,Helsingborg,56.016894,12.733252,-90.3,active
401257,Norrkoping,58.559002,16.218155,-73.2,active
401258,Sundsvall,62.415947,17.307802,-77.5,maintenance
401259,Gavle,60.654183,17.104319,-85.2,active
401260,Stockholm,59.315199,18.09977,-89.0,active
401261,Gothenburg,57.727564,11.941952,-83.6,active
401262,Malmo,55.619056,13.021686,-69.5,active
401263,Uppsala,59.857897,17.670822,-72.7,active
401264,Vasteras,59.616814,16.528831,-71.7,maintenance
401265,Orebro,59.268193,15.23581,-64.8,active
401266,Linkoping,58.401676,15.646771,-83.0,active
401267,Jonkoping,57.804787,14.139937,-74.5,maintenance
401268,Vaxjo,56.904719,14.816611,-75.2,active
401269,Lulea,65.573087,22.117995,-78.6,active
401270,Umea,63.81541,20.278821,-92.5,offline
401271,Helsingborg,56.060395,12.685931,-82.0,maintenance
401272,Norrkoping,58.592215,16.159607,-82.5,degraded
401273,Sundsvall,62.369681,17.293793,-80.9,offline
401274,Gavle,60.647859,17.133235,-94.9,maintenance
401275,Stockholm,59.325369,18.08443,-70.6,degraded
401276,Gothenburg,57.712458,11.973629,-74.5,active
401277,Malmo,55.60867,13.043566,-79.1,active
401278,Uppsala,59.832899,17.661042,-86.4,maintenance
401279,Vasteras,59.586476,16.55854,-82.8,active
401280,Orebro,59.256729,15.200962,-74.4,active
401281,Linkoping,58.390955,15.609377,-68.4,degraded
401282,Jonkoping,57.789991,14.157037,-64.7,active
401283,Vaxjo,56.860981,14.795806,-70.7,active
401284,Lulea,65.561542,22.119063,-63.8,active
401285,Umea,63.847925,20.288611,-97.5,offline
401286,Helsingborg,56.064757,12.678909,-81.0,active
401287,Norrkoping,58.570241,16.19544,-90.7,maintenance
401288,Sundsvall,62.405821,17.310804,-75.6,active
401289,Gavle,60.686604,17.154761,-84.4,offline
401290,Stockholm,59.330908,18.049037,-95.8,active
401291,Gothenburg,57.726251,11.984037,-96.1,offline
401292,Malmo,55.631711,12.969128,-74.2,offline
401293,Uppsala,59.879725,17.651708,-66.9,active
401294,Vasteras,59.59865,16.575472,-84.1,degraded
401295,Orebro,59.275812,15.230175,-65.5,degraded
401296,Linkoping,58.432806,15.623925,-91.3,maintenance
401297,Jonkoping,57.810607,14.166655,-72.4,active
401298,Vaxjo,56.863844,14.808253,-86.0,degraded
401299,Lulea,65.599463,22.11617,-73.4,active
401300,Umea,63.833314,20.241896,-62.8,maintenance
401301,Helsingborg,56.033053,12.659461,-88.7,degraded
401302,Norrkoping,58.611124,16.217589,-96.9,maintenance
401303,Sundsvall,62.417747,17.284947,-85.7,degraded
401304,Gavle,60.684316,17.108324,-84.2,offline
401305,Stockholm,59.336047,18.078642,-89.8,active
401306,Gothenburg,57.713274,11.968717,-86.8,maintenance
401307,Malmo,55.594757,13.007179,-90.6,active
401308,Uppsala,59.863462,17.653624,-90.7,active
401309,Vasteras,59.59964,16.561211,-79.1,active
401310,Orebro,59.271104,15.24612,-70.3,offline
401311,Linkoping,58.436782,15.654769,-86.6,maintenance
401312,Jonkoping,57.784578,14.179355,-91.4,active
401313,Vaxjo,56.892625,14.827135,-66.3,degraded
401314,Lulea,65.612472,22.138968,-71.2,offline
401315,Umea,63.851795,20.244904,-70.0,active
401316,Helsingborg,56.024393,12.656596,-62.5,maintenance
401317,Norrkoping,58.573712,16.197763,-89.7,active
401318,Sundsvall,62.374655,17.268987,-95.1,degraded
401319,Gavle,60.652945,17.168991,-81.1,offline
401320,Stockholm,59.321738,18.09677,-80.3,active
401321,Gothenburg,57.688727,11.952702,-83.3,active
401322,Malmo,55.630526,13.039816,-90.0,offline
401323,Uppsala,59.887895,17.659522,-95.6,degraded
401324,Vasteras,59.633128,16.543995,-86.3,degraded
401325,Orebro,59.298555,15.207604,-70.1,maintenance
401326,Linkoping,58.42492,15.61183,-86.7,maintenance
401327,Jonkoping,57.808948,14.167555,-78.7,offline
401328,Vaxjo,56.901547,14.828854,-79.3,degraded
401329,Lulea,65.582214,22.184921,-66.4,active
401330,Umea,63.826922,20.254649,-71.5,maintenance
401331,Helsingborg,56.039744,12.715713,-63.3,active
401332,Norrkoping,58.575171,16.184243,-87.0,active
401333,Sundsvall,62.388481,17.300697,-75.9,active
401334,Gavle,60.686297,17.173594,-81.3,offline
401335,Stockholm,59.326402,18.086412,-93.9,maintenance
401336,Gothenburg,57.735171,11.990289,-93.1,degraded
401337,Malmo,55.594408,12.965793,-81.7,offline
401338,Uppsala,59.882348,17.669504,-94.8,active
401339,Vasteras,59.622603,16.577373,-69.3,offline
401340,Orebro,59.289296,15.180695,-72.6,offline
401341,Linkoping,58.402577,15.623305,-84.2,maintenance
401342,Jonkoping,57.789324,14.134592,-78.2,active
401343,Vaxjo,56.895096,14.83888,-77.6,offline
401344,Lulea,65.60656,22.12767,-92.8,offline
401345,Umea,63.798879,20.247645,-71.7,degraded
401346,Helsingborg,56.033827,12.668956,-65.7,active
401347,Norrkoping,58.557912,16.213632,-97.6,degraded
401348,Sundsvall,62.412125,17.31038,-97.8,degraded
401349,Gavle,60.659173,17.148409,-80.9,degraded
401350,Stockholm,59.325813,18.076697,-97.8,maintenance
401351,Gothenburg,57.695587,11.984891,-68.5,active
401352,Malmo,55.577935,12.97566,-74.5,active
401353,Uppsala,59.837322,17.601495,-77.2,maintenance
401354,Vasteras,59.599006,16.578431,-96.2,degraded
401355,Orebro,59.304924,15.186307,-87.8,offline
401356,Linkoping,58.422291,15.628998,-69.7,active
401357,Jonkoping,57.810578,14.181747,-85.0,active
401358,Vaxjo,56.854588,14.789844,-84.7,degraded
401359,Lulea,65.604016,22.175375,-67.6,active
401360,Umea,63.81337,20.233764,-73.0,active
401361,Helsingborg,56.036253,12.687601,-90.4,active
401362,Norrkoping,58.594423,16.161144,-71.7,offline
401363,Sundsvall,62.392537,17.273914,-71.9,maintenance
401364,Gavle,60.700934,17.180202,-87.7,maintenance
401365,Stockholm,59.350168,18.049373,-77.3,maintenance
401366,Gothenburg,57.700131,11.944977,-77.7,maintenance
401367,Malmo,55.618751,13.003619,-68.9,maintenance
401368,Uppsala,59.842563,17.622139,-91.0,active
401369,Vasteras,59.582539,16.554837,-93.8,active
401370,Orebro,59.293274,15.253319,-83.1,active
401371,Linkoping,58.401779,15.645883,-90.4,offline
401372,Jonkoping,57.764671,14.14433,-69.6,active
401373,Vaxjo,56.867017,14.809899,-70.4,active
401374,Lulea,65.59595,22.142009,-71.9,maintenance
401375,Umea,63.853407,20.289563,-91.0,active
401376,Helsingborg,56.071837,12.692829,-80.9,active
401377,Norrkoping,58.596439,16.19092,-75.4,maintenance
401378,Sundsvall,62.414556,17.303898,-68.7,offline
401379,Gavle,60.648261,17.142986,-77.7,offline
401380,Stockholm,59.31823,18.071471,-90.5,offline
401381,Gothenburg,57.698803,12.007895,-69.4,active
401382,Malmo,55.633177,12.986237,-96.9,degraded
401383,Uppsala,59.866191,17.666292,-77.4,degraded
401384,Vasteras,59.592343,16.514148,-69.8,active
401385,Orebro,59.287616,15.19856,-96.9,degraded
401386,Linkoping,58.386008,15.651564,-84.6,active
401387,Jonkoping,57.765568,14.145985,-94.0,active
401388,Vaxjo,56.895667,14.838968,-82.0,active
401389,Lulea,65.602742,22.187096,-92.5,active
401390,Umea,63.851218,20.281595,-79.1,active
401391,Helsingborg,56.025098,12.724244,-68.4,maintenance
401392,Norrkoping,58.598303,16.163017,-71.9,degraded
401393,Sundsvall,62.384055,17.336085,-93.8,active
401394,Gavle,60.70084,17.156264,-76.6,active
401395,Stockholm,59.319297,18.099735,-94.3,offline
401396,Gothenburg,57.723633,11.936398,-70.7,offline
401397,Malmo,55.628528,12.98947,-91.1,active
401398,Uppsala,59.860537,17.660723,-73.8,active
401399,Vasteras,59.590059,16.526691,-97.5,maintenance
401400,Orebro,59.278878,15.18159,-78.5,maintenance
401401,Linkoping,58.399909,15.592725,-72.6,active
401402,Jonkoping,57.787045,14.135502,-86.8,active
401403,Vaxjo,56.881435,14.769958,-97.0,offline
401404,Lulea,65.557827,22.145388,-94.9,degraded
401405,Umea,63.806539,20.27069,-76.7,offline
401406,Helsingborg,56.058462,12.703805,-86.8,active
401407,Norrkoping,58.600474,16.20607,-78.8,degraded
401408,Sundsvall,62.394867,17.274333,-69.1,offline
401409,Gavle,60.672997,17.137747,-73.4,offline
401410,Stockholm,59.34529,18.066244,-63.9,active
401411,Gothenburg,57.730566,11.983955,-65.1,degraded
401412,Malmo,55.586001,13.037181,-86.1,active
401413,Uppsala,59.855797,17.601321,-80.9,active
401414,Vasteras,59.609819,16.572461,-87.8,active
401415,Orebro,59.281566,15.183592,-94.3,offline
401416,Linkoping,58.428605,15.60747,-74.6,active
401417,Jonkoping,57.784565,14.153865,-83.1,maintenance
401418,Vaxjo,56.863621,14.778622,-80.6,active
401419,Lulea,65.575243,22.179813,-76.7,degraded
401420,Umea,63.829833,20.250376,-73.0,active
401421,Helsingborg,56.056257,12.660732,-64.5,maintenance
401422,Norrkoping,58.607905,16.161546,-76.5,active
401423,Sundsvall,62.394105,17.332662,-91.7,degraded
401424,Gavle,60.649076,17.11,-68.7,degraded
401425,Stockholm,59.318944,18.080199,-95.8,active
401426,Gothenburg,57.727922,12.005581,-65.5,offline
401427,Malmo,55.62359,13.024366,-74.2,degraded
401428,Uppsala,59.860475,17.630099,-77.2,active
401429,Vasteras,59.59344,16.574994,-87.2,offline
401430,Orebro,59.263573,15.248867,-82.3,active
401431,Linkoping,58.440217,15.628018,-76.0,maintenance
401432,Jonkoping,57.776852,14.132004,-87.4,active
401433,Vaxjo,56.903065,14.843332,-98.0,maintenance
401434,Lulea,65.604045,22.14344,-67.0,active
401435,Umea,63.809914,20.279178,-83.8,active
401436,Helsingborg,56.059206,12.686983,-82.3,active
401437,Norrkoping,58.597449,16.19039,-91.2,degraded
401438,Sundsvall,62.4114,17.295723,-83.0,active
401439,Gavle,60.704747,17.154905,-93.2,active
401440,Stockholm,59.338203,18.04012,-66.1,offline
401441,Gothenburg,57.705104,12.013817,-95.0,offline
401442,Malmo,55.623356,13.032612,-65.8,offline
401443,Uppsala,59.864866,17.632956,-91.5,maintenance
401444,Vasteras,59.606547,16.570406,-84.2,active
401445,Orebro,59.256447,15.221766,-77.2,offline
401446,Linkoping,58.395005,15.621538,-83.2,maintenance
401447,Jonkoping,57.787181,14.124477,-96.6,degraded
401448,Vaxjo,56.891293,14.774953,-80.7,offline
401449,Lulea,65.559604,22.173115,-79.0,active
401450,Umea,63.823696,20.229259,-66.0,active
401451,Helsingborg,56.031214,12.704953,-74.1,offline
401452,Norrkoping,58.562385,16.203095,-69.3,active
401453,Sundsvall,62.397582,17.339187,-78.7,active
401454,Gavle,60.673032,17.142313,-81.1,offline
401455,Stockholm,59.319191,18.056833,-62.8,active
401456,Gothenburg,57.696253,11.937426,-64.8,offline
401457,Malmo,55.593244,13.026602,-88.6,offline
401458,Uppsala,59.85699,17.612426,-96.1,active
401459,Vasteras,59.629634,16.554745,-87.7,active
401460,Orebro,59.252909,15.179549,-69.8,active
401461,Linkoping,58.388752,15.603878,-67.1,active
401462,Jonkoping,57.797086,14.170106,-65.2,offline
401463,Vaxjo,56.858068,14.801632,-68.9,active
401464,Lulea,65.601752,22.133596,-91.5,maintenance
401465,Umea,63.847521,20.250428,-95.0,active
401466,Helsingborg,56.052233,12.720238,-67.8,degraded
401467,Norrkoping,58.603922,16.171436,-82.2,offline
401468,Sundsvall,62.370837,17.313121,-67.7,active
401469,Gavle,60.683436,17.161739,-93.8,active
401470,Stockholm,59.327141,18.066699,-80.9,maintenance
401471,Gothenburg,57.69292,11.989281,-84.0,active
401472,Malmo,55.583709,13.033422,-97.6,degraded
401473,Uppsala,59.85152,17.624155,-78.9,active
401474,Vasteras,59.586942,16.547303,-85.3,degraded
401475,Orebro,59.281929,15.225565,-88.2,active
401476,Linkoping,58.396825,15.589262,-74.4,degraded
401477,Jonkoping,57.780267,14.175823,-89.3,offline
401478,Vaxjo,56.884323,14.781494,-85.9,offline
401479,Lulea,65.614393,22.139762,-97.6,active
401480,Umea,63.845701,20.223957,-94.5,active
401481,Helsingborg,56.05763,12.682621,-71.9,active
401482,Norrkoping,58.569285,16.154296,-94.7,maintenance
401483,Sundsvall,62.400196,17.333737,-63.8,offline
401484,Gavle,60.652207,17.177924,-94.9,maintenance
401485,Stockholm,59.307094,18.081112,-65.6,maintenance
401486,Gothenburg,57.727092,11.949381,-94.0,active
